epoch,accuracy,loss,val_accuracy,val_loss
0,0.6522551774978638,2.1756505966186523,0.6557994484901428,1.34361732006073
1,0.6956418752670288,1.0513051748275757,0.6557994484901428,0.9615939259529114
2,0.7523992657661438,0.8195767402648926,0.7427507042884827,0.8271474838256836
3,0.7762484550476074,0.7356457710266113,0.7661924362182617,0.7742592096328735
4,0.7932842373847961,0.6988635063171387,0.7766124606132507,0.7397869229316711
5,0.7996591329574585,0.6691164970397949,0.7776287198066711,0.7075107097625732
6,0.8012866973876953,0.6442866921424866,0.7820189595222473,0.6850096583366394
7,0.8072290420532227,0.6252553462982178,0.7933197617530823,0.661212146282196
8,0.813115656375885,0.607507586479187,0.8078455328941345,0.6392188668251038
9,0.8244743347167969,0.5894031524658203,0.8156910538673401,0.6152248978614807
10,0.8301047086715698,0.5665819644927979,0.8248645067214966,0.5822741985321045
11,0.8352814316749573,0.5389644503593445,0.8378590941429138,0.5456252694129944
12,0.8421611785888672,0.5133698582649231,0.8470325469970703,0.5208487510681152
13,0.849716067314148,0.4922335147857666,0.85220867395401,0.49837958812713623
14,0.8540533781051636,0.47351041436195374,0.853766918182373,0.47716468572616577
15,0.8572468161582947,0.45629698038101196,0.8555013537406921,0.4592960476875305
16,0.8605729341506958,0.44007253646850586,0.8556639552116394,0.44184330105781555
17,0.8636759519577026,0.42510005831718445,0.8593631386756897,0.42442435026168823
18,0.8663389086723328,0.4122980237007141,0.8601354956626892,0.41399773955345154
19,0.8687441945075989,0.4013006389141083,0.8630894422531128,0.40232333540916443
20,0.8710500001907349,0.3913955092430115,0.8642683029174805,0.3953059911727905
21,0.8729971051216125,0.383005291223526,0.8669647574424744,0.38732489943504333
22,0.8743007183074951,0.3762451410293579,0.868116557598114,0.3819051682949066
23,0.8765914440155029,0.36880117654800415,0.8686314225196838,0.37543681263923645
24,0.8782748579978943,0.36221328377723694,0.8681707382202148,0.3725532591342926
25,0.8797969818115234,0.35588136315345764,0.8699458241462708,0.3664701282978058
26,0.881362795829773,0.3493266701698303,0.8733333349227905,0.3581831157207489
27,0.8827447891235352,0.3441668152809143,0.8742954134941101,0.3557114601135254
28,0.8845999836921692,0.3385176658630371,0.8737940192222595,0.3517676591873169
29,0.8860271573066711,0.333886057138443,0.8756232857704163,0.3471825420856476
30,0.8870911598205566,0.32944464683532715,0.8766801953315735,0.34253692626953125
31,0.8887986540794373,0.324578195810318,0.8779132962226868,0.33764564990997314
32,0.8903915882110596,0.32016411423683167,0.880514919757843,0.33262723684310913
33,0.8913410305976868,0.31685543060302734,0.8810704350471497,0.3297429382801056
34,0.8927426338195801,0.3123043179512024,0.8815311789512634,0.32703205943107605
35,0.893817126750946,0.3088764250278473,0.8824390172958374,0.3245319426059723
36,0.8946233987808228,0.3058428168296814,0.8841734528541565,0.32104814052581787
37,0.8961847424507141,0.3021661639213562,0.8863821029663086,0.31677302718162537
38,0.8971055150032043,0.2989969551563263,0.8868834972381592,0.3137156367301941
39,0.8983051776885986,0.29610711336135864,0.8866666555404663,0.3132820725440979
40,0.8991385698318481,0.29278552532196045,0.8890514969825745,0.30863386392593384
41,0.9000141620635986,0.2902682423591614,0.8905420303344727,0.30567386746406555
42,0.9014594554901123,0.2866635322570801,0.8914363384246826,0.30342379212379456
43,0.9019040465354919,0.2846376895904541,0.8928048610687256,0.2993306517601013
44,0.9029996395111084,0.28140726685523987,0.8923035264015198,0.2992406189441681
45,0.9039068818092346,0.2788167893886566,0.8943766951560974,0.29591694474220276
46,0.9047433137893677,0.27593180537223816,0.8952168226242065,0.2932305932044983
47,0.904900074005127,0.27429649233818054,0.8962872624397278,0.29120758175849915
48,0.9060423970222473,0.2719196081161499,0.8956775069236755,0.2905716001987457
49,0.9062157273292542,0.27075180411338806,0.8944038152694702,0.2926558554172516
50,0.9073339700698853,0.2676611840724945,0.8976151943206787,0.2860255837440491
51,0.9083240628242493,0.26511088013648987,0.8985095024108887,0.2856246829032898
52,0.9088922739028931,0.2626638412475586,0.8986856341362,0.2831824719905853
53,0.9096442461013794,0.26093170046806335,0.8998509645462036,0.27934858202934265
54,0.9102546572685242,0.25917473435401917,0.8994715213775635,0.2797242999076843
55,0.9108589887619019,0.2569845914840698,0.9004877805709839,0.2778185307979584
56,0.9112794399261475,0.25522950291633606,0.9006097316741943,0.2769995331764221
57,0.9120073318481445,0.25355419516563416,0.9020054340362549,0.27361324429512024
