epoch,accuracy,loss,val_accuracy,val_loss
0,0.7412365674972534,1.2429535388946533,0.7850440144538879,0.7509132623672485
1,0.8225401043891907,0.5865867137908936,0.798729658126831,0.6636171936988831
2,0.8370466232299805,0.5234992504119873,0.8242547512054443,0.5985094904899597
3,0.8550402522087097,0.4638613760471344,0.8462652564048767,0.537748396396637
4,0.874962568283081,0.40897971391677856,0.8540537357330322,0.49661266803741455
5,0.8790744543075562,0.38254445791244507,0.8587652444839478,0.4711408317089081
6,0.883391797542572,0.36156266927719116,0.8674232363700867,0.4411819577217102
7,0.8874814510345459,0.341524213552475,0.8726993203163147,0.4161953330039978
8,0.8901664018630981,0.3250212073326111,0.876978874206543,0.395214319229126
9,0.8923797011375427,0.31133681535720825,0.8785738348960876,0.38149493932724
10,0.8942820429801941,0.3020593225955963,0.8797171115875244,0.37224215269088745
11,0.8962923884391785,0.29393717646598816,0.8807729482650757,0.3653232455253601
12,0.8982961177825928,0.28715264797210693,0.8839515447616577,0.3554685413837433
13,0.9001821875572205,0.2808142900466919,0.8851739168167114,0.34934985637664795
14,0.9018948078155518,0.2750653028488159,0.8862663507461548,0.3432803153991699
15,0.9036843180656433,0.26952287554740906,0.8869947195053101,0.33859938383102417
16,0.9051356315612793,0.26463809609413147,0.8889791965484619,0.3338416814804077
17,0.906382143497467,0.26061704754829407,0.8906334638595581,0.3286142945289612
18,0.9075744152069092,0.2566794753074646,0.8905261754989624,0.3291627764701843
19,0.9083632826805115,0.2535915672779083,0.8924034833908081,0.32338637113571167
20,0.9095492362976074,0.2501083314418793,0.8934084177017212,0.3211621046066284
21,0.9102907776832581,0.24717295169830322,0.8953872919082642,0.3173287808895111
22,0.9112816452980042,0.2442684769630432,0.8969709873199463,0.3125056028366089
23,0.912021279335022,0.24177676439285278,0.8973351120948792,0.3103819489479065
24,0.9128032922744751,0.23927271366119385,0.8985151052474976,0.30742716789245605
25,0.9134854674339294,0.23704032599925995,0.8991107940673828,0.304144024848938
26,0.9140852093696594,0.2349027842283249,0.8991474509239197,0.3030649423599243
27,0.914901077747345,0.23267798125743866,0.9008610248565674,0.299064040184021
28,0.91551274061203,0.23059481382369995,0.9011235237121582,0.2978408634662628
29,0.9161190390586853,0.22877180576324463,0.9022018909454346,0.29558825492858887
30,0.9166855216026306,0.2269832044839859,0.9032464027404785,0.2940400242805481
31,0.917158842086792,0.22542455792427063,0.9032068848609924,0.2919473350048065
32,0.9177771210670471,0.22380679845809937,0.9042372107505798,0.28906404972076416
33,0.9181826710700989,0.22217975556850433,0.9043698906898499,0.28964248299598694
34,0.9186723232269287,0.2207893282175064,0.9042146801948547,0.2886998653411865
35,0.9189791083335876,0.2196088284254074,0.9056515097618103,0.2857997417449951
36,0.9194386005401611,0.2183898389339447,0.9055273532867432,0.28408920764923096
37,0.9198693037033081,0.21709193289279938,0.9065859317779541,0.2816283404827118
38,0.9202061295509338,0.2158263921737671,0.9065040946006775,0.28388869762420654
39,0.9205650091171265,0.21490594744682312,0.9064786434173584,0.2804029881954193
