epoch,accuracy,loss,val_accuracy,val_loss
0,0.7448261976242065,0.884811520576477,0.834788978099823,0.5276286602020264
1,0.8455314636230469,0.4844726324081421,0.8613126277923584,0.4265846014022827
2,0.8620235919952393,0.42204442620277405,0.8704010248184204,0.3923494219779968
3,0.869351327419281,0.3949708640575409,0.875399649143219,0.3745099902153015
4,0.8738404512405396,0.37876129150390625,0.8789375424385071,0.3623259961605072
5,0.8769128918647766,0.36762046813964844,0.8813808560371399,0.35304757952690125
6,0.8792787194252014,0.3591992259025574,0.8832903504371643,0.3466399610042572
7,0.8811124563217163,0.35248294472694397,0.8844132423400879,0.3414558172225952
8,0.8827069997787476,0.3470061421394348,0.8859834671020508,0.3367406129837036
9,0.883992075920105,0.3423306345939636,0.8870477080345154,0.33311232924461365
10,0.885090172290802,0.3384692966938019,0.8881291151046753,0.3294311761856079
11,0.8861258029937744,0.3347153663635254,0.8889371752738953,0.32646194100379944
12,0.8869256973266602,0.33164694905281067,0.8894822597503662,0.3236442506313324
13,0.8877893686294556,0.3287241458892822,0.8901041150093079,0.3214621841907501
14,0.8885581493377686,0.32610780000686646,0.8909170627593994,0.31890779733657837
15,0.8892240524291992,0.3237076699733734,0.8915085792541504,0.3172276020050049
16,0.8898568749427795,0.32156902551651,0.8919031023979187,0.31530269980430603
17,0.8904082179069519,0.3196256160736084,0.8922389149665833,0.3141033947467804
18,0.8909233808517456,0.31792527437210083,0.8925703763961792,0.31270337104797363
19,0.891329288482666,0.3162596821784973,0.8932029604911804,0.3109351098537445
20,0.8918190598487854,0.3146693706512451,0.8936248421669006,0.30953913927078247
21,0.8921887874603271,0.31323450803756714,0.8940247297286987,0.3081957995891571
22,0.8925881385803223,0.3119642734527588,0.8943048715591431,0.3074209690093994
23,0.8929192423820496,0.31079813838005066,0.8942946195602417,0.3071056604385376
24,0.8932245373725891,0.3096718192100525,0.8945659399032593,0.30586695671081543
25,0.8935660719871521,0.30856648087501526,0.895013689994812,0.3045530915260315
26,0.8938413858413696,0.3076276481151581,0.8950919508934021,0.30425944924354553
27,0.8940689563751221,0.3066715896129608,0.8954825401306152,0.3031047582626343
28,0.8943164348602295,0.30578750371932983,0.8957235217094421,0.30246222019195557
29,0.8945797085762024,0.30501875281333923,0.8956824541091919,0.3022918701171875
30,0.8947627544403076,0.30425697565078735,0.8960525393486023,0.30114659667015076
31,0.8949927091598511,0.3035542070865631,0.8959792256355286,0.30136409401893616
32,0.8952077031135559,0.30281856656074524,0.8962950110435486,0.3003956377506256
33,0.8953514695167542,0.30223336815834045,0.8963908553123474,0.30001023411750793
34,0.8955617547035217,0.3015497922897339,0.8964426517486572,0.2994571626186371
35,0.895706295967102,0.3009192645549774,0.8967320919036865,0.29892271757125854
36,0.8958994746208191,0.3002646863460541,0.8967222571372986,0.2984212338924408
37,0.8960251808166504,0.29989802837371826,0.8969970345497131,0.2981729209423065
38,0.8961706757545471,0.29926785826683044,0.8970410227775574,0.2978459894657135
39,0.8962482213973999,0.29890474677085876,0.8973162770271301,0.297263503074646
40,0.8964443802833557,0.2983301877975464,0.8969246745109558,0.2975022792816162
41,0.8965850472450256,0.29790279269218445,0.8971749544143677,0.29674088954925537
42,0.8966978788375854,0.2975536286830902,0.8972888588905334,0.29649797081947327
43,0.896801769733429,0.2970496118068695,0.8976609110832214,0.2960893511772156
44,0.8968378305435181,0.29680585861206055,0.8974472880363464,0.2961484491825104
45,0.8970491886138916,0.2963184416294098,0.897789478302002,0.2956518828868866
46,0.8971703052520752,0.29585450887680054,0.8975685238838196,0.2954551875591278
47,0.8972693085670471,0.29553350806236267,0.8977484107017517,0.29543259739875793
48,0.8973681926727295,0.29522472620010376,0.8977415561676025,0.29507339000701904
49,0.897447943687439,0.29482489824295044,0.8978437185287476,0.2950425148010254
50,0.8974873423576355,0.2946126461029053,0.8981077075004578,0.2941282391548157
51,0.8975681066513062,0.29428744316101074,0.898108720779419,0.29419416189193726
52,0.8976870179176331,0.2939053773880005,0.898204505443573,0.29394498467445374
53,0.8977603316307068,0.29369160532951355,0.8980177640914917,0.2942727506160736
54,0.8978298306465149,0.2934361696243286,0.8982514142990112,0.29390859603881836
55,0.8979049324989319,0.2932315766811371,0.8983511924743652,0.29342398047447205
56,0.8979265689849854,0.29297250509262085,0.8983463048934937,0.293519526720047
57,0.8980468511581421,0.2926349937915802,0.8983917236328125,0.2933448255062103
58,0.8981334567070007,0.2924908399581909,0.8978285789489746,0.294586181640625
59,0.898208737373352,0.29225102066993713,0.8985012769699097,0.29295027256011963
60,0.8982179164886475,0.2919852137565613,0.8982690572738647,0.29364028573036194
61,0.8983429670333862,0.2916940748691559,0.8985770344734192,0.29241079092025757
62,0.8983571529388428,0.29153671860694885,0.8985183835029602,0.29249438643455505
63,0.8984615206718445,0.2912518382072449,0.8986303210258484,0.2924192547798157
64,0.8985016942024231,0.29113060235977173,0.8988757133483887,0.292184054851532
65,0.8985995054244995,0.2908000648021698,0.8983106017112732,0.2927713990211487
66,0.8986068964004517,0.29071223735809326,0.8985002636909485,0.29260683059692383
67,0.8986827731132507,0.2904779314994812,0.8982710242271423,0.2924458980560303
68,0.8987757563591003,0.2902555763721466,0.8986063599586487,0.2924197316169739
69,0.8987665772438049,0.2901105582714081,0.8986738324165344,0.29207366704940796
